source,target,type,weight
145,1,spatial,0.0
145,2,spatial,0.0
145,3,spatial,0.0
145,4,spatial,0.0
145,5,spatial,0.0
145,6,spatial,0.0
145,7,spatial,0.0
146,0,spatial,0.0
146,1,spatial,0.0
146,2,spatial,0.0
146,3,spatial,0.0
146,4,spatial,0.0
146,5,spatial,0.0
146,6,spatial,0.0
146,7,spatial,0.0
147,0,spatial,0.0
147,1,spatial,0.0
147,2,spatial,0.0
147,3,spatial,0.0
147,4,spatial,0.0
147,5,spatial,0.0
147,6,spatial,0.0
147,7,spatial,0.0
148,0,spatial,0.0
148,1,spatial,0.0
148,2,spatial,0.0
148,3,spatial,0.0
148,4,spatial,0.0
148,5,spatial,0.0
148,6,spatial,0.0
148,7,spatial,0.0
149,0,spatial,0.0
149,1,spatial,0.0
149,2,spatial,0.0
149,3,spatial,0.0
149,4,spatial,0.0
149,5,spatial,0.0
149,6,spatial,0.0
149,7,spatial,0.0
150,0,spatial,0.0
150,1,spatial,0.0
150,2,spatial,0.0
150,3,spatial,0.0
150,4,spatial,0.0
150,5,spatial,0.0
150,6,spatial,0.0
150,7,spatial,0.0
151,0,spatial,0.0
151,1,spatial,0.0
151,2,spatial,0.0
151,3,spatial,0.0
151,4,spatial,0.0
151,5,spatial,0.0
151,6,spatial,0.0
151,7,spatial,0.0
152,0,spatial,0.0
152,1,spatial,0.0
152,2,spatial,0.0
152,3,spatial,0.0
152,4,spatial,0.0
152,5,spatial,0.0
152,6,spatial,0.0
152,7,spatial,0.0
153,0,spatial,0.0
153,1,spatial,0.0
153,2,spatial,0.0
153,3,spatial,0.0
153,4,spatial,0.0
153,5,spatial,0.0
153,6,spatial,0.0
153,7,spatial,0.0
154,0,spatial,0.0
154,1,spatial,0.0
154,2,spatial,0.0
154,3,spatial,0.0
154,4,spatial,0.0
154,5,spatial,0.0
154,6,spatial,0.0
154,7,spatial,0.0
155,0,spatial,0.0
155,1,spatial,0.0
155,2,spatial,0.0
155,3,spatial,0.0
155,4,spatial,0.0
155,5,spatial,0.0
155,6,spatial,0.0
155,7,spatial,0.0
156,0,spatial,0.0
156,1,spatial,0.0
156,2,spatial,0.0
156,3,spatial,0.0
156,4,spatial,0.0
156,5,spatial,0.0
156,6,spatial,0.0
156,7,spatial,0.0
0,1,temporal,1.0
1,2,temporal,1.0
2,3,temporal,1.0
3,4,temporal,1.0
4,5,temporal,1.0
5,6,temporal,1.0
6,7,temporal,1.0
7,8,temporal,1.0
8,9,temporal,1.0
9,10,temporal,1.0
10,11,temporal,1.0
11,12,temporal,1.0
12,13,temporal,1.0
13,14,temporal,1.0
14,15,temporal,1.0
15,16,temporal,1.0
16,17,temporal,1.0
17,18,temporal,1.0
18,19,temporal,1.0
19,20,temporal,1.0
20,21,temporal,1.0
21,22,temporal,1.0
22,23,temporal,1.0
23,24,temporal,1.0
24,25,temporal,1.0
25,26,temporal,1.0
26,27,temporal,1.0
27,28,temporal,1.0
28,29,temporal,1.0
29,30,temporal,1.0
30,31,temporal,1.0
31,32,temporal,1.0
32,33,temporal,1.0
33,34,temporal,1.0
34,35,temporal,1.0
35,36,temporal,1.0
36,37,temporal,1.0
37,38,temporal,1.0
38,39,temporal,1.0
39,40,temporal,1.0
40,41,temporal,1.0
41,42,temporal,1.0
42,43,temporal,1.0
43,44,temporal,1.0
44,45,temporal,1.0
45,46,temporal,1.0
46,47,temporal,1.0
47,48,temporal,1.0
48,49,temporal,1.0
49,50,temporal,1.0
50,51,temporal,1.0
51,52,temporal,1.0
52,53,temporal,1.0
53,54,temporal,1.0
54,55,temporal,1.0
55,56,temporal,1.0
56,57,temporal,1.0
57,58,temporal,1.0
58,59,temporal,1.0
59,60,temporal,1.0
60,61,temporal,1.0
61,62,temporal,1.0
62,63,temporal,1.0
63,64,temporal,1.0
64,65,temporal,1.0
65,66,temporal,1.0
66,67,temporal,1.0
67,68,temporal,1.0
68,69,temporal,1.0
69,70,temporal,1.0
70,71,temporal,1.0
71,72,temporal,1.0
72,73,temporal,1.0
73,74,temporal,1.0
74,75,temporal,1.0
75,76,temporal,1.0
76,77,temporal,1.0
77,78,temporal,1.0
78,79,temporal,1.0
79,80,temporal,1.0
80,81,temporal,1.0
81,82,temporal,1.0
82,83,temporal,1.0
83,84,temporal,1.0
84,85,temporal,1.0
85,86,temporal,1.0
86,87,temporal,1.0
87,88,temporal,1.0
88,89,temporal,1.0
89,90,temporal,1.0
90,91,temporal,1.0
91,92,temporal,1.0
92,93,temporal,1.0
93,94,temporal,1.0
94,95,temporal,1.0
95,96,temporal,1.0
96,97,temporal,1.0
97,98,temporal,1.0
98,99,temporal,1.0
99,100,temporal,1.0
100,101,temporal,1.0
101,102,temporal,1.0
102,103,temporal,1.0
103,104,temporal,1.0
104,105,temporal,1.0
105,106,temporal,1.0
106,107,temporal,1.0
107,108,temporal,1.0
108,109,temporal,1.0
109,110,temporal,1.0
110,111,temporal,1.0
111,112,temporal,1.0
112,113,temporal,1.0
113,114,temporal,1.0
114,115,temporal,1.0
115,116,temporal,1.0
116,117,temporal,1.0
117,118,temporal,1.0
118,119,temporal,1.0
119,120,temporal,1.0
120,121,temporal,1.0
121,122,temporal,1.0
122,123,temporal,1.0
123,124,temporal,1.0
124,125,temporal,1.0
125,126,temporal,1.0
126,127,temporal,1.0
127,128,temporal,1.0
128,129,temporal,1.0
129,130,temporal,1.0
130,131,temporal,1.0
131,132,temporal,1.0
132,133,temporal,1.0
133,134,temporal,1.0
134,135,temporal,1.0
135,136,temporal,1.0
136,137,temporal,1.0
137,138,temporal,1.0
138,139,temporal,1.0
139,140,temporal,1.0
140,141,temporal,1.0
141,142,temporal,1.0
142,143,temporal,1.0
143,144,temporal,1.0
144,145,temporal,1.0
145,146,temporal,1.0
146,147,temporal,1.0
147,148,temporal,1.0
148,149,temporal,1.0
149,150,temporal,1.0
150,151,temporal,1.0
151,152,temporal,1.0
152,153,temporal,1.0
153,154,temporal,1.0
154,155,temporal,1.0
155,156,temporal,1.0
